complex,simple,source 
"Gelangen Sachen, die nicht Abfall sind, in den Abfallbehälter (…), so kann die Eigentümerin oder der Eigentümer oder die oder der sonstige Berechtigte ein Tätigwerden der zuständigen Behörde oder der beauftragten Dritten, insbesondere eine Aussonderung dieser Gegenstände, nicht verlangen.","Manchmal wirft man aus Versehen was Falsches auf den Müll.
Etwas das gar kein Müll ist.
Dann kann man der Müll·Abfuhr Bescheid sagen.
Aber die Müll·Abfuhr muss einem dann nicht helfen.
Weil man selber schuld ist.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/reste/man-darf-nicht-im-muell-von-anderen-leuten-wuehlen
(…) Das Öffnen und Durchsuchen von Abfallgefäßen oder das Aufschneiden von Müllsäcken durch Dritte ist unzulässig.,"Man darf nicht im Müll von anderen Leuten wühlen.
Der Müll gehört den anderen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/reste/man-darf-nicht-im-muell-von-anderen-leuten-wuehlen
Der Alltag ist für den Beamten geregelt. (…) Hin und wieder bekommt eine Behörde (…) einen neuen Chef. Der Wechsel des Vorgesetzten gehört zu den wenigen aufregenden Ereignissen im Verwaltungsalltag. (…),"Ein Beamter ist ein Arbeiter für den Staat.
Manchmal kriegen Beamte einen neuen Chef.
Das ist aufregend für Beamte.
Sonst ist die Arbeit für Beamte fast nie aufregend.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/personal/leichte-sprache-es-geht-vorbei
"Wer von außen kommt, ist zunächst ein Fremder und muss seinen Start auf die Rolle als Fremder gründen. (…) Er bringt Einstellungen und Erwartungen mit, die nicht unter sozialer Kontrolle der Gruppe gebildet sind. Er ist relativ frei, objektiver und abstrakter ausgerichtet und nicht durch die eigenen Vorentscheidungen gebunden. Für ihn ist die Gesamtsituation neu, und das heißt: unstrukturiert. Für seine Umgebung ändert sich lediglich ein Einzelmoment in ihrer Welt. Das ergibt typisch eine unterschiedliche Einstellung zu Neuerungen, die in sich Konfliktstoffe birgt. Ferner darf der neue Chef annehmen, dass alle Neuerungen als seine persönlichen Erfolge gebucht werden. (…) Das alles wird ihn zu Änderungen disponieren. (…)","Manchmal kommt der neue Chef aus einer anderen Firma.
Dann ist er ein Fremder für die Kollegen.
Der neue Chef bringt dann seine eigenen Ideen mit.
Die Ideen hat er sich alleine ausgedacht.
Und nicht mit den neuen Kollegen zusammen.
Er kennt noch nicht alle Regeln in der neuen Firma.
Für den Chef sind alle Kollegen und die Firma neu.
Für die Firma und die Kollegen ist nur der Chef neu.
Für den neuen Chef ändert sich viel mehr.
Darum kann er sich besser Neues in der Firma vorstellen.
Das kann Ärger geben.
Wahrscheinlich macht der Chef was Neues in der Firma.
Dann denkt er: Das ist alles mein Erfolg.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/personal/leichte-sprache-es-geht-vorbei
"Fremdheit und mögliche Gegnerschaft beschränken die Kontakte zunächst aufs formal Vorgeschriebene und dienstlich Notwendige und eventuell auf Versuche, die Gunst des Neuen zu gewinnen. Die Kommunikationen sind daher nicht sehr gehaltvoll. Der Chef erhält typisch nicht die Informationen, die er zu einem informellen Regime braucht. Er erfährt nur, was er vermutlich schon weiß oder was auf dem Dienstwege zu ihm kommen muss, nicht aber, was von ihm erwartet wird und was er erwarten kann. (…) Dem Nachfolger bleibt die Möglichkeit, durch Betonung und Ausbau seiner formalen Kompetenzen zu reagieren, auf Durchführung der allgemeinen Regeln und gegebene Anordnungen zu achten und Widerstand durch Sanktionen zu brechen; oder er kann durch Umbesetzung oder Neueinrichtung wichtiger Posten sich eine Umgebung schaffen, zu der er Vertrauen hat und mit deren Hilfe er die Organisation in die Hand bekommt.","Am Anfang reden alle wenig mit dem neuen Chef.
Sie reden dann nur über die Arbeit.
Vielleicht sind manche Kollegen auch besonders nett.
Denn der neue Chef soll sie mögen.
Am Anfang sind die Gespräche einfach.
Keiner sagt dem neuen Chef:
- Das wollen wir von dir.
- Und das kannst du von uns kriegen.
Der neue Chef hat dann zwei Möglichkeiten:
Erstens: Er kann streng sein.
Manche Kollegen machen nicht was er sagt.
Die kriegen dann Ärger mit ihm.
Zweitens: Er kann neue Kollegen holen.
Dann hat er Freunde um sich.
Die neuen Kollegen machen was er sagt.
Die können ihm dann in der Firma helfen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/personal/leichte-sprache-es-geht-vorbei
"(…) Dabei besteht wenig Gefahr, dass die Störung von Dauer ist, auch wenn sie sich chronisch wiederholt.","Es gibt in einer Firma immer wieder neue Chefs.
Das ist anstrengend aber es geht vorbei.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/personal/leichte-sprache-es-geht-vorbei
Die Leichte Sprache richtet sich vorwiegend an Menschen mit Lernschwierigkeiten oder Behinderungen – vielleicht hat sie aber noch größeres Potenzial? Hier die Übersetzung des „Sachstandsberichts: Temporärer Fachausschuss für ‚vegetarische und vegane Lebensmittel‘“ der Deutschen Lebensmittelbuch-Kommission vom 13.6.2018.,"Das Angebot vegetarischer und veganer Lebensmittel am Markt wächst aufgrund veränderter Ernährungsgewohnheiten in Deutschland. In diesem Umfeld entwickelt sich eine breite Produktpalette von veganen und vegetarischen Lebensmitteln, die sich in Darbietung und Bezeichnung an Lebensmitteln mit Zutaten tierischen Ursprungs anlehnen. Bei derartigen Produkten werden Bestandteile tierischen Ursprungs teilweise oder vollständig durch solche ersetzt, die für eine vegetarische oder vegane Ernährungsweise geeignet sind. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/wetter/leichte-sprache-damit-keiner-wurst-kauft-wenn-er-keine-wurst-will
"Früher haben die Deutschen mehr Fleisch gegessen. 
Heute essen sie öfter mal vegetarisch oder vegan.
Vegetarisch heißt: keine Tiere essen.
Vegan heißt: auch keine Produkte von Tieren essen.
Produkte von Tieren sind zum Beispiel: Eier oder Milch.
Heute kann man viele vegetarische oder vegane Lebens·Mittel kaufen.
Manche von ihnen sehen aus wie echtes Fleisch.
Zum Beispiel wie ein Schnitzel.
Aber dieses neue Schnitzel ist ganz ohne Fleisch.","Der temporäre Fachausschuss für „vegetarische und vegane Lebensmittel“ der DLMBK hat sich zum Ziel gesetzt, unter Berücksichtigung der vorliegenden Anträge, bestehender Positionspapiere der unterschiedlichen Verbände und unter Beteiligung von Sachkundigen aller involvierten Interessengruppen einen übergeordneten Leitsatz zu erarbeiten.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/wetter/leichte-sprache-damit-keiner-wurst-kauft-wenn-er-keine-wurst-will
"„DLMBK“ heißt: „Deutsche Lebens·Mittel·Buch-Kommission“.
Die DLMBK kümmert sich um das Essen der Deutschen.
Sie sagt: Das soll auf der Packung stehen, das soll drin sein.
Jetzt kümmert sie sich um die Lebens·Mittel ohne Fleisch.
Darüber haben schon viele geredet und geschrieben.
Daraus macht die DLMBK neue Vorschläge.","Die DLMBK folgt dabei dem Anspruch, mit einem neuen Leitsatz Klarheit für alle Interessensgruppen zu schaffen, um (…) eine eindeutige Zuordnung der am Markt befindlichen Produkte in Kategorien wie vegetarische, vegane oder tierische Lebensmittel zu gewährleisten und somit für Transparenz am Markt zu sorgen. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/wetter/leichte-sprache-damit-keiner-wurst-kauft-wenn-er-keine-wurst-will
"Es gibt sehr viele verschiedene Lebens·Mittel ohne Fleisch.
Das ist für manche Leute kompliziert.
Die DLMBK sagt: Es soll für alle Leute klarer werden.
Alle sollen wissen: Hier ist Fleisch drin und hier nicht.
Das soll auch beim Einkaufen helfen.
Damit keiner Wurst kauft, wenn er keine Wurst will.","Der temporäre Fachausschuss für „vegetarische und vegane Lebensmittel“ kam bislang in sieben – teils zweitägigen – Sitzungen zusammen und diskutierte neben der Gliederungsstruktur auch die inhaltliche Ausgestaltung des neuen Leitsatzes, um eine eindeutige Klassifizierung der Lebensmittel zu ermöglichen. (…) Beratung und Unterstützung erhielten die Fachausschussmitglieder durch Sachkundige verschiedener Kreise. (…) Die Fachausschussmitglieder sehen (…) die Notwendigkeit, prägend in die Produktaufmachung einzugreifen. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/wetter/leichte-sprache-damit-keiner-wurst-kauft-wenn-er-keine-wurst-will
"Dafür hat sich die DLMBK schon 7 mal getroffen.
Manchmal sogar 2 Tage lang am Stück.
Da haben sie viel geredet:
- Wie kann man die neuen Regeln machen?
- Was soll vielleicht in den Regeln stehen?
Es waren auch viele Profis dabei.
Die DLMBK sagt jetzt:
- Wir wollen neue Beschriftungen für die Lebens·Mittel.
- Damit alle Leute verstehen, ob Fleisch drin ist.",Ein einstimmiger Beschluss (…) für die Annahme des Entwurfes (…) konnte aufgrund einer Gegenstimme nicht erreicht werden. Entsprechend der Geschäftsordnung erfolgt im Plenum zeitnah eine zweite Beratung und Abstimmung.,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/wetter/leichte-sprache-damit-keiner-wurst-kauft-wenn-er-keine-wurst-will
Die Leichte Sprache richtet sich vorwiegend an Menschen mit Lernschwierigkeiten oder Behinderungen – vielleicht hat sie aber noch größeres Potenzial?,Hier die Übersetzung einer Plattenkritik von Max Dax aus dem Musikmagazin »Spex« im Mai 2018.,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/service/leichte-sprache-der-musiker-hat-wohl-keine-drogen-dabei-genommen
Gas „Rausch“ / Review,So klingt die neue Musik von dem Künstler „Gas“,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/service/leichte-sprache-der-musiker-hat-wohl-keine-drogen-dabei-genommen
"Es rauscht und knackt wieder im Unterholz des Narkoforsts, der großen, weiten und dunklen Assoziations- und Echokammer des Elektronik-Pioniers und Kompakt-Gründers Wolfgang Voigt. Nach dem großen Erfolg des vorangegangenen Gas-Albums Narkopop aus dem vergangenen Jahr brauchte er dieses Mal keine weiteren 17 Jahre, um den narkotisch-hypnotischen Klangschichtungen von Gas ein weiteres Kapitel hinzuzufügen. Neu ist allerdings die Bitte Voigts, sich Rausch in einem Gang, ohne Unterbrechungen, quasi als Waldsinfonie mit einem Anfang und einem Ende anzuhören. (…)", ,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/service/leichte-sprache-der-musiker-hat-wohl-keine-drogen-dabei-genommen
 ,"Wolfgang Voigt ist ein Musiker.
Manchmal nennt er sich „Gas“.
Jetzt hat „Gas“ neue Musik gemacht.
Die neue Musik heißt „Rausch“.
Das letzte Mal hat „Gas“ für neue Musik 17 Jahre gebraucht.
Diesmal ging es schneller.
Die Musik macht „Gas“ mit dem Computer.
Der Musiker sagt:
Bitte hört euch die neue Musik am Stück an.
Bitte macht zwischendrin keine Pause.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/service/leichte-sprache-der-musiker-hat-wohl-keine-drogen-dabei-genommen
"Die auf Rausch auftauchenden Elemente – Holzbläser, dissonante Streichersätze, Instrumentenstimmungen aus dem Orchestergraben – wirken wie alte sonische Bekannte. (…) In dieses Dickicht von Stimmungen, Klanglayern und stärker denn je verzerrten Bassfrequenzen schiebt sich wiederkehrend die gerade für Voigt so signifikante Bassdrum, die wie eine ferne Erinnerung an die Zivilisation nach etlichen Minuten stehender, malmender Ouvertürenmusik hineintritt in die Klangschichtungen von Rausch, um ebenso unvermittelt später wieder zu verschwinden, wieder aufzutauchen und schließlich ephemer zu verstummen.","Auf dem Album kommen viele Instrumente vor.
Zum Beispiel Flöten und Geigen.
Die kommen oft vor in der Musik von „Gas“.
Aber „Gas“ macht keine normale Musik.
„Gas“ mischt ganz viele Geräusche zusammen.
Daraus entsteht eine Stimmung.
Immer wieder hört man eine Trommel darin.
Die Trommel fängt ganz plötzlich an.
Und die Trommel hört auch ganz plötzlich wieder auf.
Das macht die Trommel bis die Musik aus ist.
Die Trommel ist typisch für die Musik von Wolfgang Voigt.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/service/leichte-sprache-der-musiker-hat-wohl-keine-drogen-dabei-genommen
"Soghaft ist diese Musik, denn sie folgt strengen ästhetischen Parametern, sodass Rausch zu keinem Zeitpunkt beliebig, wie unter Drogeneinfluss komponiert (…) klingt. Im Gegenteil: Wolfgang Voigt gelingt eine Verschmelzung von instrumentalen Momenten aus der Klassik (…) und elektronischer, kosmischer Musik, die dank der wiederholt auf- und abtauchenden Bassdrum auch auf Techno verweist.","Man will die Musik gar nicht mehr ausschalten.
Denn die Musik klingt nicht wie ein Zufall.
Der Musiker hat die Musik richtig gut geplant.
Der Musiker hat wohl keine Drogen dabei genommen.
Er verbindet klassische Musik mit Musik aus dem Computer.
Ein bisschen klingt die Musik auch wie Techno-Musik.
Das liegt an der Trommel.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/service/leichte-sprache-der-musiker-hat-wohl-keine-drogen-dabei-genommen
"Genau eine hypnotisierende Stunde lang läuft Rausch (…). Zur Veröffentlichung schrieb Wolfgang Voigt ein Gedicht, um die Mystik seiner Musik nicht durch konkrete Erklärungen zu verjagen. (…)","Die Musik dauert eine Stunde lang.
Dazu hat der Musiker ein Gedicht geschrieben.
Jeder kann sich selber was ausdenken zu der Musik.
Denn das Gedicht erklärt die Musik nicht.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/service/leichte-sprache-der-musiker-hat-wohl-keine-drogen-dabei-genommen
"Die Leichte Sprache richtet sich vorwiegend an Menschen mit Lernschwierigkeiten oder Behinderungen – vielleicht hat sie aber noch größeres Potenzial?

Hier die Übersetzung der Bemerkung Nr. 9 zu kieferorthopädischen Behandlungen im Jahresbericht 2017 des Bundesrechnungshofs.","„Nutzen kieferorthopädischer Behandlung muss endlich
erforscht werden“",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geld/leichte-sprache-denn-sie-wollen-alle-gerade-zaehne
"Wie gut hilft die Zahn·Spange?
Das wollen wir jetzt genau wissen.","Krankenkassen der Gesetzlichen Krankenversicherung geben jährlich über 1 Mrd. Euro für kieferorthopädische Behandlungen aus. Vor allem eine fehlende Versorgungsforschung lässt es fraglich erscheinen, ob Krankenkassen kieferorthopädische Leistungen in ausreichendem, zweckmäßigem und wirtschaftlichem Maße erbringen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geld/leichte-sprache-denn-sie-wollen-alle-gerade-zaehne
"Manche Ärzte machen schiefe Zähne wieder gerade. 
Diese Ärzte nennt man Kiefer·Orthopäden. 
Die Kranken·Kassen geben diesen Ärzten viel Geld. 
Dafür sollen die Ärzte den Leuten helfen. 
Aber keiner weiß was diese Ärzte so genau machen. 
Geben die Kranken·Kassen den Ärzten vielleicht zu viel Geld?",Schätzungsweise mehr als die Hälfte der Kinder und Jugendlichen in Deutschland wird über einen Zeitraum von regel-mäßig zwei bis vier Jahren kieferorthopädisch behandelt. Das BMG und die Krankenkassen der Gesetzlichen Krankenversicherung haben kaum Einblick in das konkrete Versorgungs-geschehen. Ziel und Erfolg kieferorthopädischer Behandlungen sind nur unzureichend erforscht. Die fehlende Transparenz kritisierten der Sachverständigenrat zur Begutachtung der Entwicklung im Gesundheitswesen und das Deutsche Institut für Medizinische Dokumentation und Information schon vor Jahren. (…),https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geld/leichte-sprache-denn-sie-wollen-alle-gerade-zaehne
"In Deutschland geht jedes zweite Kind zu diesen Ärzten. 
Denn die Kinder wollen alle gerade Zähne kriegen. 
Die Kranken·Kassen bezahlen das den Kindern. 
Deshalb wollen die Kranken·Kassen jetzt wissen: 
Was machen diese Ärzte eigentlich genau mit den Kindern? 
Aber die Ärzte erzählen den Kranken·Kassen fast nichts. 
Werden die Zähne wirklich richtig gerade? 
Und bleiben die Zähne auch gerade? 
Das weiß keiner so genau. 
Weil die Ärzte so wenig erzählen. 
Das ärgert viele Leute schon lange.","Viele Versicherte nehmen zusätzlich zu den Leistungen ihrer Krankenkassen Selbstzahlerleistungen in Anspruch. Auch hier ist ungewiss, um welche Leistungen es sich im Einzelnen handelt und welche Erfolge damit erzielt werden.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geld/leichte-sprache-denn-sie-wollen-alle-gerade-zaehne
"Das viele Geld von den Kranken·Kassen ist nicht genug. 
Viele Leute bezahlen selber noch was dazu. 
Denn sie wollen alle gerade Zähne. 
Auch darüber erzählen die Ärzte nichts.",Der Bundesrechnungshof hat das Fehlen einer Versorgungsforschung und einer darauf beruhenden Bewertung des medizinischen Nutzens kieferorthopädischer Behandlungen beanstandet.,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geld/leichte-sprache-denn-sie-wollen-alle-gerade-zaehne
"In Deutschland gibt es den Bundes·Rechnungs·Hof. 
Der sagt Bescheid wenn zu viel Geld ausgegeben wird. 
Und jetzt ist er sauer. 
Weil keiner genug über die Arbeit von diesen Ärzten weiß.","Der Bundesrechnungshof hat empfohlen, die kieferortho-pädische Versorgungslage, Behandlungsnotwendigkeiten und -ziele sowie Qualitätsindikatoren und -kontrollen zu erfassen und objektiv auszuwerten. (…) Welche kieferorthopädischen Leistungen die Gesetzliche Krankenversicherung erbringt, muss sich an den Ergebnissen einer solchen Versorgungsforschung orientieren. (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geld/leichte-sprache-denn-sie-wollen-alle-gerade-zaehne
"Also will der Bundes·Rechnungs·Hof jetzt alles genau wissen. 
Wie kann man die Zähne gerade machen? 
Wann muss man die Zähne gerade machen? 
Warum muss man die Zähne gerade machen? 
Wie gerade werden die Zähne am Ende?
Da sollen viele Antworten kommen. 
Und die sollen entscheiden was die Kranken·Kassen bezahlen.","Zur Startseite
Zum Inhaltsverzeichnis der Ausgabe",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geld/leichte-sprache-denn-sie-wollen-alle-gerade-zaehne
"Erfasst werden Informationen wie Nutzungsdaten, Einstellungen, Gmail-Nachrichten, Google+ Profil, Fotos, Videos, Browserverlauf, Kartensuchen, Dokumente oder andere von Google gehostete Inhalte. (…) Diese Erfassung kann alle Inhalte betreffen, die unsere Systeme durchlaufen. (…) Unter Umständen scannt unser System automatisch die Inhalte unserer Dienste, etwa E-Mails in Gmail (…).","Die Firma Google bietet viele verschiedene Dienste an.
Zum Beispiel: E-Mails, Videos, Fotos, Internet-Suche, Karten.
Da sammelt Google Informationen von den Nutzern.
Zum Beispiel: E-Mails, Fotos, Videos, Such·Worte.
Google speichert all diese Informationen.
Und Google durchsucht all diese Informationen.
Google durchsucht auch die E-Mails von den Nutzern.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geduld/leichte-sprache-dann-weiss-google-noch-mehr
 ,"Zum Beispiel teilen wir den Werbetreibenden regelmäßig mit, (…) ob sich Nutzer diese Anzeige wahrscheinlich angesehen haben (…). Darüber hinaus können auch andere Interaktionen gemessen werden, etwa wie Nutzer ihre Maus über eine Anzeige bewegt haben (…).",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geduld/leichte-sprache-dann-weiss-google-noch-mehr
"Google verkauft die Informationen zum Beispiel für Werbung.
Auch dabei sammelt Google wieder Informationen.
Zum Beispiel:
- Schauen die Nutzer die Werbung wirklich an?
- Was machen die Nutzer nebenher?","Wir erfassen gerätespezifische Informationen, beispielsweise das Modell der von Ihnen verwendeten Hardware, die Version des Betriebssystems, eindeutige Gerätekennungen und Informationen über das Mobilfunknetz einschließlich Ihrer Telefonnummer. Google verknüpft Ihre Gerätekennungen oder Telefonnummer gegebenenfalls mit Ihrem Google-Konto.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geduld/leichte-sprache-dann-weiss-google-noch-mehr
"Google sammelt auch Informationen über die Geräte.
Zum Beispiel:
- der genaue Name vom Handy oder vom Computer
- der Name vom Telefon-Anbieter
- die Telefon·Nummer.
Google kann all diese Informationen zusammen speichern.","Mit dem Standortverlauf speichert Google die Abfolge Ihrer Standortdaten (…). Die Daten aus dem Standortverlauf und den Standortberichten können von allen Google-Apps oder -Diensten verwendet werden. (…) Beispielsweise kann mithilfe eines Beschleunigungsmessers die Bewegungsgeschwindigkeit und mit einem Gyroskop die Bewegungsrichtung festgestellt werden. (…) Wenn Sie den Standortdienst von Google verwenden, sendet Ihr Gerät Informationen über nahe gelegene WLAN-Zugangspunkte, wie die MAC-Adresse und Signalstärke, und über nahe gelegene Mobilfunkmasten an Google (…)",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geduld/leichte-sprache-dann-weiss-google-noch-mehr
"Google sammelt zusätzlich auch Informationen über Orte.
Google kann immer wissen wo die Nutzer gerade sind.
Über das Handy oder über den Computer.
Google speichert den Ort von jedem Gerät.
Google kann die Informationen dann für alle Dienste nutzen.
Google weiß übrigens auch wie schnell die Nutzer laufen.
Und in welche Richtung.
Google speichert auch die Sende·Masten in der Nähe.
Und wo es einen Internet·Zugang über WLAN gibt.
Und wie das WLAN genau heißt.
Und wie gut der Empfang ist.",Viele Websites und Apps arbeiten (…) mit Google zusammen. (…) Diese Produkte geben Daten über Ihre Aktivitäten an Google weiter. Je nach Ihren Kontoeinstellungen und den verwendeten Produkten können diese Daten mit Ihren personenbezogenen Daten verknüpft werden (…).,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/geduld/leichte-sprache-dann-weiss-google-noch-mehr
"Das Spielfeld muss vollständig aus einer Natur- oder, sofern gemäß den Wettbewerbsbestimmungen zulässig, einer Kunstrasenunterlage bestehen, es sei denn, die Wettbewerbsbestimmungen lassen eine Kombination aus Kunst- und Naturrasenmaterialien (Hybridsystem) zu. Kunstrasenfelder sind grün. (…)￼","Auf dem Boden vom Fußball·feld muss Gras sein.
Das Gras darf auch aus Plastik sein.
Aber nur wenn es erlaubtes Gras aus Plastik ist.
Das Gras muss entweder echt sein oder aus Plastik.
Manchmal darf aber auch beides gemischt sein.
Hauptsache das Gras ist grün. ",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/mobilitaet/leichte-sprache-hauptsache-das-gras-ist-gruen
"Das Spielfeld ist rechteckig und wird mit durchgezogenen Linien gekennzeichnet, von denen keinerlei Gefahr ausgehen darf. (…)","Das Fußball·feld hat vier Ecken.
Auf dem Fußball·feld sind viele Linien.
Die Linien dürfen keinem wehtun.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/mobilitaet/leichte-sprache-hauptsache-das-gras-ist-gruen
"Falls die Querlatte verschoben wird oder bricht, wird das Spiel unterbrochen, bis sie repariert oder wieder in die richtige Lage gebracht wurde. Wenn sie nicht repariert werden kann, muss das Spiel abgebrochen werden. (…)","Manchmal geht die Stange vom Tor kaputt.
Dann muss die Stange repariert werden.
Aber manchmal klappt das nicht.
Dann ist das Spiel für heute zu Ende.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/mobilitaet/leichte-sprache-hauptsache-das-gras-ist-gruen
Es sind möglichst Fahnen in lebhafter Farbe zu verwenden. Die natürliche Silberfarbe bei Toren aus Metall ist zulässig.,"Die Fahnen sollen bunt sein.
Das Tor darf silbern sein.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/mobilitaet/leichte-sprache-hauptsache-das-gras-ist-gruen
 ,Sämtliche Bälle müssen kugelförmig sein. (…),https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/mobilitaet/leichte-sprache-hauptsache-das-gras-ist-gruen
Die Fußbälle müssen rund sein.,"Spieler, die versehentlich ihre Schuhe oder Schienbeinschoner verlieren, müssen diese so schnell wie möglich, spätestens jedoch in der folgenden Spielunterbrechung wieder anziehen. Wenn der Spieler davor den Ball spielt und /oder ein Tor erzielt, zählt der Treffer.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/mobilitaet/leichte-sprache-hauptsache-das-gras-ist-gruen
"Manchmal verliert ein Spieler aus Versehen einen Schuh.
Dann muss er den Schuh ganz schnell wieder anziehen.
Manchmal dauert das aber.
Vielleicht schießt der Spieler vorher sogar ein Tor.
Dann zählt das Tor trotzdem.","Spieler dürfen nach einem Tor jubeln, solange sie es nicht übertreiben. „Choreografierte“ Jubelszenen werden aber nicht gefördert und dürfen zu keiner übermäßigen Zeitverzögerung führen. Das Verlassen des Spielfelds beim Torjubel ist an sich noch kein verwarnungswürdiges Vergehen. Die Spieler sind gehalten, so rasch wie möglich zurückzukehren.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/mobilitaet/leichte-sprache-hauptsache-das-gras-ist-gruen
"Die Leichte Sprache richtet sich vorwiegend an Menschen mit Lernschwierigkeiten oder Behinderungen – vielleicht hat sie aber noch größeres Potenzial? Hier die Übersetzung einer Passage aus dem aktuellen Koalitionsvertrag zwischen CDU, CSU und SPD über „Befugnisse“ aus Kapitel 10.1 „Pakt für den Rechtsstaat“.",Befugnisse,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/sicherheit/leichte-sprache-manchmal-muss-die-polizei-ins-internet
"Die Sicherheitsbehörden brauchen gleichwertige Befugnisse im Umgang mit dem Internet wie außerhalb des Internets. Das bedeutet im Einzelnen: Es darf für die Befugnisse der Polizei zu Eingriffen in das Fernmeldegeheimnis zum Schutz der Bevölkerung keinen Unterschied machen, ob die Nutzer sich zur Kommunikation der klassischen Telefonie oder klassischer SMS bedienen oder ob sie auf internetbasierte Messenger-Dienste ausweichen. (…)",Was wir erlauben,https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/sicherheit/leichte-sprache-manchmal-muss-die-polizei-ins-internet
"Manchmal muss die Polizei ins Internet.
Denn auch im Internet gibt es Verbrecher.
Dort soll die Polizei das Gleiche dürfen wie im echten Leben.
Das soll die Polizei alles dürfen:
– zuhören, wenn Verbrecher telefonieren,
– mitlesen, wenn Verbrecher SMS schreiben,
– mitlesen, wenn Verbrecher bei Whatsapp schreiben.
So soll die Polizei die braven Leute beschützen.","Wo Strafbarkeitslücken bestehen, werden wir eine Strafbarkeit für das Betreiben krimineller Infrastrukturen einführen, um speziell im Internet eine Ahndung von Delikten wie z. B. das Betreiben eines Darknet-Handelsplatzes für kriminelle Waren und Dienstleistungen einzuführen.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/sicherheit/leichte-sprache-manchmal-muss-die-polizei-ins-internet
"Manche Seiten im Internet sind böse, aber nicht verboten.
Das wollen wir jetzt ändern.
Wir wollen alle bösen Seiten im Internet verbieten.
Manche Verbrecher verkaufen zum Beispiel Drogen im Internet.
Diese Verbrecher wollen wir jetzt bestrafen.","Wir wollen Angriffe aus dem Cyberraum gegen unsere kritischen Infrastrukturen abwehren und verhindern. Wir wollen die Sicherheitsbehörden bei der Verfolgung und Prävention von Cyberkriminalität durch die Schaffung notwendiger rechtlicher, organisatorischer sowie technischer Rahmenbedingungen stärken.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/sicherheit/leichte-sprache-manchmal-muss-die-polizei-ins-internet
"Manchmal greifen uns auch Leute aus dem Internet an.
Das ist gefährlich.
Das wollen wir nicht.
Die Polizei soll uns auch im Internet beschützen.
Wir helfen dafür auch der Polizei.
Wir erlauben der Polizei zum Beispiel mehr.","Wir wollen, dass die Sicherheitsbehörden ihre bestehenden Befugnisse auch in der digitalen Welt anwenden und tatsächlich durchsetzen können.",https://www.brandeins.de/magazine/brand-eins-wirtschaftsmagazin/2018/sicherheit/leichte-sprache-manchmal-muss-die-polizei-ins-internet
